District,DBN,School Name,Grade,Group,Class,Year,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
20,20K180,THE SEEALL ACADEMY,4,,,2013,121,305,27,22.3,49,40.5,34,28.1,11,9.1,45,37.2
20,20K180,THE SEEALL ACADEMY,5,,,2013,116,313,35,30.2,28,24.1,31,26.7,22,19,53,45.7
20,20K180,THE SEEALL ACADEMY,6,,Class 1,2013,140,316,14,10,53,37.9,40,28.6,33,23.6,73,52.1
20,20K180,THE SEEALL ACADEMY,7,,,2013,147,316,25,17,49,33.3,59,40.1,14,9.5,73,49.7
20,20K180,THE SEEALL ACADEMY,8,,,2013,146,317,18,12.3,66,45.2,34,23.3,28,19.2,62,42.5
20,20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,6,,Class 1,2013,305,367,1,0.3,0,0,15,4.9,289,94.8,304,99.7
20,20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,7,,,2013,279,363,0,0,1,0.4,37,13.3,241,86.4,278,99.6
20,20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,8,,,2013,290,363,0,0,5,1.7,58,20,227,78.3,285,98.3
20,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE,3,Group 1,,2013,60,286,25,41.7,27,45,6,10,2,3.3,8,13.3
20,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE,4,,,2013,53,289,18,34,25,47.2,7,13.2,3,5.7,10,18.9
20,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE,5,,,2013,58,299,25,43.1,21,36.2,9,15.5,3,5.2,12,20.7
20,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE,6,,Class 1,2013,49,307,9,18.4,18,36.7,13,26.5,9,18.4,22,44.9
20,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE,7,,,2013,70,298,25,35.7,24,34.3,18,25.7,3,4.3,21,30
20,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE,8,,,2013,69,305,16,23.2,38,55.1,10,14.5,5,7.2,15,21.7
20,20K201,J.H.S. 201 THE DYKER HEIGHTS,6,,Class 1,2013,454,321,58,12.8,155,34.1,97,21.4,144,31.7,241,53.1
20,20K201,J.H.S. 201 THE DYKER HEIGHTS,7,,,2013,516,327,72,14,128,24.8,153,29.7,163,31.6,316,61.2
20,20K201,J.H.S. 201 THE DYKER HEIGHTS,8,,,2013,507,324,68,13.4,144,28.4,180,35.5,115,22.7,295,58.2
20,20K220,J.H.S. 220 JOHN J. PERSHING,6,,Class 1,2013,433,299,120,27.7,190,43.9,79,18.2,44,10.2,123,28.4
20,20K220,J.H.S. 220 JOHN J. PERSHING,7,,,2013,420,307,127,30.2,167,39.8,91,21.7,35,8.3,126,30
20,20K220,J.H.S. 220 JOHN J. PERSHING,8,,,2013,416,305,126,30.3,138,33.2,96,23.1,56,13.5,152,36.5
20,20K223,J.H.S. 223 THE MONTAUK,6,,Class 1,2013,265,302,69,26,112,42.3,49,18.5,35,13.2,84,31.7
20,20K223,J.H.S. 223 THE MONTAUK,7,,,2013,294,300,109,37.1,110,37.4,57,19.4,18,6.1,75,25.5
20,20K223,J.H.S. 223 THE MONTAUK,8,,,2013,240,304,59,24.6,109,45.4,45,18.8,27,11.3,72,30
20,20K227,J.H.S. 227 EDWARD B. SHALLOW,6,,Class 1,2013,395,305,83,21,169,42.8,92,23.3,51,12.9,143,36.2
20,20K227,J.H.S. 227 EDWARD B. SHALLOW,7,,,2013,486,311,132,27.2,176,36.2,119,24.5,59,12.1,178,36.6
20,20K227,J.H.S. 227 EDWARD B. SHALLOW,8,,,2013,431,310,105,24.4,159,36.9,102,23.7,65,15.1,167,38.7
20,20K229,P.S. 229 DYKER,3,Group 1,,2013,145,329,15,10.3,27,18.6,45,31,58,40,103,71
20,20K229,P.S. 229 DYKER,4,,,2013,137,341,6,4.4,21,15.3,33,24.1,77,56.2,110,80.3
20,20K229,P.S. 229 DYKER,5,,,2013,121,341,12,9.9,23,19,20,16.5,66,54.5,86,71.1
20,20K229,P.S. 229 DYKER,6,,Class 1,2013,95,331,5,5.3,34,35.8,18,18.9,38,40,56,58.9
20,20K229,P.S. 229 DYKER,7,,,2013,103,310,29,28.2,34,33,29,28.2,11,10.7,40,38.8
20,20K229,P.S. 229 DYKER,8,,,2013,89,316,16,18,29,32.6,27,30.3,17,19.1,44,49.4
20,20K259,J.H.S. 259 WILLIAM MCKINLEY,6,,Class 1,2013,434,321,66,15.2,128,29.5,93,21.4,147,33.9,240,55.3
20,20K259,J.H.S. 259 WILLIAM MCKINLEY,7,,,2013,509,321,97,19.1,149,29.3,151,29.7,112,22,263,51.7
20,20K259,J.H.S. 259 WILLIAM MCKINLEY,8,,,2013,478,323,51,10.7,162,33.9,161,33.7,104,21.8,265,55.4
20,20K609,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,6,,Class 1,2013,45,303,14,31.1,20,44.4,6,13.3,5,11.1,11,24.4
20,20K609,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,7,,,2013,57,294,27,47.4,20,35.1,9,15.8,1,1.8,10,17.5
20,20K609,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,8,,,2013,61,305,13,21.3,33,54.1,14,23,1,1.6,15,24.6
20,20K686,BROOKLYN SCHOOL OF INQUIRY,3,Group 1,,2013,81,338,0,0,16,19.8,27,33.3,38,46.9,65,80.2
20,20K686,BROOKLYN SCHOOL OF INQUIRY,4,,,2013,49,341,1,2,5,10.2,16,32.7,27,55.1,43,87.8
24,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,6,,Class 1,2013,530,304,117,22.1,235,44.3,113,21.3,65,12.3,178,33.6
24,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,7,,,2013,484,309,134,27.7,184,38,104,21.5,62,12.8,166,34.3
24,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,8,,,2013,501,315,88,17.6,215,42.9,109,21.8,89,17.8,198,39.5
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,3,Group 1,,2013,131,312,22,16.8,44,33.6,41,31.3,24,18.3,65,49.6
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,4,,,2013,133,320,12,9,45,33.8,44,33.1,32,24.1,76,57.1
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,5,,,2013,109,325,13,11.9,29,26.6,42,38.5,25,22.9,67,61.5
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,6,,Class 1,2013,129,320,15,11.6,50,38.8,30,23.3,34,26.4,64,49.6
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,7,,,2013,99,321,14,14.1,33,33.3,39,39.4,13,13.1,52,52.5
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,8,,,2013,114,327,12,10.5,37,32.5,35,30.7,30,26.3,65,57
24,24Q061,I.S. 061 LEONARDO DA VINCI,6,,Class 1,2013,717,291,263,36.7,300,41.8,104,14.5,50,7,154,21.5
24,24Q061,I.S. 061 LEONARDO DA VINCI,7,,,2013,813,290,423,52,266,32.7,88,10.8,36,4.4,124,15.3
24,24Q061,I.S. 061 LEONARDO DA VINCI,8,,,2013,782,294,311,39.8,321,41,104,13.3,46,5.9,150,19.2
24,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,6,,Class 1,2013,423,307,91,21.5,190,44.9,64,15.1,78,18.4,142,33.6
24,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,7,,,2013,593,305,186,31.4,222,37.4,138,23.3,47,7.9,185,31.2
24,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,8,,,2013,575,311,115,20,254,44.2,138,24,68,11.8,206,35.8
24,24Q077,JOSEPH F. QUINN INTERMEDIATE SCHOOL 77,6,,Class 1,2013,348,288,133,38.2,167,48,36,10.3,12,3.4,48,13.8
24,24Q077,JOSEPH F. QUINN INTERMEDIATE SCHOOL 77,7,,,2013,352,293,171,48.6,120,34.1,53,15.1,8,2.3,61,17.3
24,24Q077,JOSEPH F. QUINN INTERMEDIATE SCHOOL 77,8,,,2013,372,293,144,38.7,160,43,48,12.9,20,5.4,68,18.3
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,3,Group 1,,2013,64,310,10,15.6,26,40.6,17,26.6,11,17.2,28,43.8
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,4,,,2013,53,298,21,39.6,15,28.3,7,13.2,10,18.9,17,32.1
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,5,,,2013,63,312,13,20.6,23,36.5,21,33.3,6,9.5,27,42.9
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,6,,Class 1,2013,61,291,20,32.8,33,54.1,6,9.8,2,3.3,8,13.1
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,7,,,2013,75,298,32,42.7,24,32,18,24,1,1.3,19,25.3
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,8,,,2013,67,290,29,43.3,23,34.3,13,19.4,2,3,15,22.4
24,24Q093,I.S. 093 RIDGEWOOD,6,,Class 1,2013,385,296,107,27.8,199,51.7,51,13.2,28,7.3,79,20.5
24,24Q093,I.S. 093 RIDGEWOOD,7,,,2013,405,303,121,29.9,176,43.5,88,21.7,20,4.9,108,26.7
24,24Q093,I.S. 093 RIDGEWOOD,8,,,2013,435,299,133,30.6,186,42.8,84,19.3,32,7.4,116,26.7
24,24Q102,P.S. 102 BAYVIEW,3,Group 1,,2013,150,317,21,14,51,34,40,26.7,38,25.3,78,52
24,24Q102,P.S. 102 BAYVIEW,4,,,2013,127,316,10,7.9,44,34.6,53,41.7,20,15.7,73,57.5
24,24Q102,P.S. 102 BAYVIEW,5,,,2013,152,310,47,30.9,40,26.3,41,27,24,15.8,65,42.8
24,24Q102,P.S. 102 BAYVIEW,6,,Class 1,2013,126,318,14,11.1,50,39.7,27,21.4,35,27.8,62,49.2
24,24Q102,P.S. 102 BAYVIEW,7,,,2013,118,320,17,14.4,40,33.9,44,37.3,17,14.4,61,51.7
24,24Q102,P.S. 102 BAYVIEW,8,,,2013,115,326,4,3.5,48,41.7,42,36.5,21,18.3,63,54.8
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,3,Group 1,,2013,138,316,12,8.7,53,38.4,43,31.2,30,21.7,73,52.9
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,4,,,2013,113,320,5,4.4,38,33.6,44,38.9,26,23,70,61.9
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,5,,,2013,112,322,13,11.6,34,30.4,46,41.1,19,17,65,58
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,6,,Class 1,2013,97,306,13,13.4,55,56.7,21,21.6,8,8.2,29,29.9
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,7,,,2013,114,305,34,29.8,50,43.9,23,20.2,7,6.1,30,26.3
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,8,,,2013,94,326,2,2.1,42,44.7,31,33,19,20.2,50,53.2
24,24Q119,P.S./I.S. 119 THE GLENDALE,6,,Class 1,2013,266,325,38,14.3,87,32.7,42,15.8,99,37.2,141,53
24,24Q119,P.S./I.S. 119 THE GLENDALE,7,,,2013,282,321,77,27.3,53,18.8,55,19.5,97,34.4,152,53.9
24,24Q119,P.S./I.S. 119 THE GLENDALE,8,,,2013,270,324,44,16.3,82,30.4,56,20.7,88,32.6,144,53.3
24,24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,5,,,2013,192,308,56,29.2,66,34.4,55,28.6,15,7.8,70,36.5
24,24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,6,,Class 1,2013,358,303,97,27.1,145,40.5,63,17.6,53,14.8,116,32.4
24,24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,7,,,2013,540,310,149,27.6,199,36.9,138,25.6,54,10,192,35.6
24,24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,8,,,2013,483,319,66,13.7,204,42.2,120,24.8,93,19.3,213,44.1
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",3,Group 1,,2013,104,329,6,5.8,21,20.2,39,37.5,38,36.5,77,74
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",4,,,2013,88,322,13,14.8,22,25,26,29.5,27,30.7,53,60.2
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",5,,,2013,87,324,11,12.6,25,28.7,29,33.3,22,25.3,51,58.6
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",6,,Class 1,2013,86,326,4,4.7,33,38.4,23,26.7,26,30.2,49,57
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",7,,,2013,95,324,12,12.6,34,35.8,21,22.1,28,29.5,49,51.6
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",8,,,2013,70,312,18,25.7,27,38.6,15,21.4,10,14.3,25,35.7
24,24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN",7,,,2013,53,327,3,5.7,18,34,22,41.5,10,18.9,32,60.4
24,24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN",8,,,2013,54,320,2,3.7,27,50,22,40.7,3,5.6,25,46.3
31,31R002,I.S. R002 GEORGE L. EGBERT,6,,Class 1,2013,291,289,125,43,113,38.8,36,12.4,17,5.8,53,18.2
31,31R002,I.S. R002 GEORGE L. EGBERT,7,,,2013,356,296,145,40.7,136,38.2,57,16,18,5.1,75,21.1
31,31R002,I.S. R002 GEORGE L. EGBERT,8,,,2013,310,297,100,32.3,140,45.2,59,19,11,3.5,70,22.6
31,31R007,I.S. 007 ELIAS BERNSTEIN,6,,Class 1,2013,399,327,25,6.3,119,29.8,107,26.8,148,37.1,255,63.9
31,31R007,I.S. 007 ELIAS BERNSTEIN,7,,,2013,393,321,47,12,160,40.7,125,31.8,61,15.5,186,47.3
31,31R007,I.S. 007 ELIAS BERNSTEIN,8,,,2013,403,316,44,10.9,203,50.4,109,27,47,11.7,156,38.7
31,31R024,I.S. 024 MYRA S. BARNES,6,,Class 1,2013,462,308,94,20.3,194,42,85,18.4,89,19.3,174,37.7
31,31R024,I.S. 024 MYRA S. BARNES,7,,,2013,479,310,116,24.2,189,39.5,134,28,40,8.4,174,36.3
31,31R024,I.S. 024 MYRA S. BARNES,8,,,2013,461,304,108,23.4,227,49.2,90,19.5,36,7.8,126,27.3
31,31R027,I.S. 027 ANNING S. PRALL,6,,Class 1,2013,372,288,158,42.5,144,38.7,49,13.2,21,5.6,70,18.8
31,31R027,I.S. 027 ANNING S. PRALL,7,,,2013,367,289,205,55.9,91,24.8,55,15,16,4.4,71,19.3
31,31R027,I.S. 027 ANNING S. PRALL,8,,,2013,322,289,151,46.9,110,34.2,46,14.3,15,4.7,61,18.9
31,31R034,I.S. 034 TOTTENVILLE,6,,Class 1,2013,392,309,64,16.3,175,44.6,99,25.3,54,13.8,153,39
31,31R034,I.S. 034 TOTTENVILLE,7,,,2013,370,312,72,19.5,157,42.4,112,30.3,29,7.8,141,38.1
31,31R034,I.S. 034 TOTTENVILLE,8,,,2013,374,316,34,9.1,196,52.4,115,30.7,29,7.8,144,38.5
31,31R048,P.S. 048 WILLIAM G. WILCOX,3,Group 1,,2013,99,317,10,10.1,32,32.3,39,39.4,18,18.2,57,57.6
31,31R048,P.S. 048 WILLIAM G. WILCOX,4,,,2013,92,321,10,10.9,25,27.2,31,33.7,26,28.3,57,62
31,31R048,P.S. 048 WILLIAM G. WILCOX,5,,,2013,94,317,18,19.1,30,31.9,30,31.9,16,17,46,48.9
31,31R049,I.S. 49 BERTA A. DREYFUS,6,,Class 1,2013,273,275,158,57.9,86,31.5,18,6.6,11,4,29,10.6
31,31R049,I.S. 49 BERTA A. DREYFUS,7,,,2013,271,282,167,61.6,78,28.8,20,7.4,6,2.2,26,9.6
31,31R049,I.S. 49 BERTA A. DREYFUS,8,,,2013,294,282,162,55.1,88,29.9,30,10.2,14,4.8,44,15
31,31R051,I.S. 051 EDWIN MARKHAM,6,,Class 1,2013,394,285,178,45.2,168,42.6,40,10.2,8,2,48,12.2
31,31R051,I.S. 051 EDWIN MARKHAM,7,,,2013,290,286,150,51.7,107,36.9,29,10,4,1.4,33,11.4
31,31R051,I.S. 051 EDWIN MARKHAM,8,,,2013,323,287,153,47.4,137,42.4,30,9.3,3,0.9,33,10.2
31,31R061,I.S. 061 WILLIAM A MORRIS,6,,Class 1,2013,371,277,202,54.4,136,36.7,29,7.8,4,1.1,33,8.9
31,31R061,I.S. 061 WILLIAM A MORRIS,7,,,2013,419,285,234,55.8,129,30.8,49,11.7,7,1.7,56,13.4
31,31R061,I.S. 061 WILLIAM A MORRIS,8,,,2013,382,285,190,49.7,136,35.6,40,10.5,16,4.2,56,14.7
31,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,6,,Class 1,2013,150,307,26,17.3,72,48,32,21.3,20,13.3,52,34.7
31,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,7,,,2013,143,307,26,18.2,70,49,42,29.4,5,3.5,47,32.9
31,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,8,,,2013,147,312,30,20.4,57,38.8,41,27.9,19,12.9,60,40.8
31,31R072,I.S. 072 ROCCO LAURIE,6,,Class 1,2013,389,309,73,18.8,153,39.3,85,21.9,78,20.1,163,41.9
31,31R072,I.S. 072 ROCCO LAURIE,7,,,2013,444,305,138,31.1,162,36.5,108,24.3,36,8.1,144,32.4
31,31R072,I.S. 072 ROCCO LAURIE,8,,,2013,455,307,97,21.3,209,45.9,100,22,49,10.8,149,32.7
31,31R075,I.S. 075 FRANK D. PAULO,6,,Class 1,2013,372,316,41,11,159,42.7,82,22,90,24.2,172,46.2
31,31R075,I.S. 075 FRANK D. PAULO,7,,,2013,477,315,95,19.9,163,34.2,147,30.8,72,15.1,219,45.9
31,31R075,I.S. 075 FRANK D. PAULO,8,,,2013,434,319,53,12.2,169,38.9,147,33.9,65,15,212,48.8
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,3,Group 1,,2013,85,318,6,7.1,28,32.9,32,37.6,19,22.4,51,60
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,4,,,2013,94,311,14,14.9,36,38.3,30,31.9,14,14.9,44,46.8
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,5,,,2013,95,304,33,34.7,35,36.8,18,18.9,9,9.5,27,28.4
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,6,,Class 1,2013,98,309,14,14.3,47,48,26,26.5,11,11.2,37,37.8
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,7,,,2013,96,307,26,27.1,37,38.5,27,28.1,6,6.3,33,34.4
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,8,,,2013,94,317,11,11.7,41,43.6,29,30.9,13,13.8,42,44.7
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,3,Group 1,,2013,66,303,14,21.2,34,51.5,12,18.2,6,9.1,18,27.3
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,4,,,2013,62,318,8,12.9,15,24.2,24,38.7,15,24.2,39,62.9
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,6,,Class 1,2013,97,325,7,7.2,26,26.8,39,40.2,25,25.8,64,66
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,7,,,2013,108,309,28,25.9,45,41.7,25,23.1,10,9.3,35,32.4
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,8,,,2013,134,318,10,7.5,57,42.5,51,38.1,16,11.9,67,50
02,02M104,J.H.S. 104 SIMON BARUCH,6,,Class 2,2014,309,326,33,10.7,71,23,86,27.8,119,38.5,205,66.3
02,02M104,J.H.S. 104 SIMON BARUCH,7,,Class 1,2014,316,329,46,14.6,61,19.3,101,32,108,34.2,209,66.1
02,02M104,J.H.S. 104 SIMON BARUCH,8,,,2014,294,314,54,18.4,109,37.1,93,31.6,38,12.9,131,44.6
02,02M114,EAST SIDE MIDDLE SCHOOL,6,,Class 2,2014,154,353,0,0,16,10.4,24,15.6,114,74,138,89.6
02,02M114,EAST SIDE MIDDLE SCHOOL,7,,Class 1,2014,143,354,4,2.8,7,4.9,38,26.6,94,65.7,132,92.3
02,02M114,EAST SIDE MIDDLE SCHOOL,8,,,2014,137,356,0,0,9,6.6,47,34.3,81,59.1,128,93.4
02,02M126,P.S. 126 JACOB AUGUST RIIS,3,Group 2,,2014,56,290,23,41.1,16,28.6,15,26.8,2,3.6,17,30.4
02,02M126,P.S. 126 JACOB AUGUST RIIS,4,Group 1,,2014,72,311,12,16.7,23,31.9,25,34.7,12,16.7,37,51.4
02,02M126,P.S. 126 JACOB AUGUST RIIS,5,,,2014,69,324,10,14.5,22,31.9,14,20.3,23,33.3,37,53.6
02,02M126,P.S. 126 JACOB AUGUST RIIS,6,,Class 2,2014,112,337,8,7.1,18,16.1,25,22.3,61,54.5,86,76.8
02,02M126,P.S. 126 JACOB AUGUST RIIS,7,,Class 1,2014,115,341,8,7,14,12.2,34,29.6,59,51.3,93,80.9
02,02M131,M.S. 131,6,,Class 2,2014,106,308,28,26.4,28,26.4,26,24.5,24,22.6,50,47.2
02,02M131,M.S. 131,7,,Class 1,2014,132,316,25,18.9,42,31.8,49,37.1,16,12.1,65,49.2
02,02M131,M.S. 131,8,,,2014,176,323,21,11.9,56,31.8,58,33,41,23.3,99,56.3
02,02M167,J.H.S. 167 ROBERT F. WAGNER,6,,Class 2,2014,452,328,50,11.1,104,23,115,25.4,183,40.5,298,65.9
02,02M167,J.H.S. 167 ROBERT F. WAGNER,7,,Class 1,2014,409,324,63,15.4,130,31.8,105,25.7,111,27.1,216,52.8
02,02M167,J.H.S. 167 ROBERT F. WAGNER,8,,,2014,431,327,51,11.8,134,31.1,129,29.9,117,27.1,246,57.1
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,3,Group 2,,2014,62,330,5,8.1,11,17.7,22,35.5,24,38.7,46,74.2
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,4,Group 1,,2014,46,327,4,8.7,11,23.9,16,34.8,15,32.6,31,67.4
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,5,,,2014,31,307,8,25.8,12,38.7,7,22.6,4,12.9,11,35.5
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,6,,Class 2,2014,19,289,9,47.4,5,26.3,3,15.8,2,10.5,5,26.3
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,7,,Class 1,2014,25,292,13,52,8,32,3,12,1,4,4,16
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,8,,,2014,31,294,12,38.7,12,38.7,5,16.1,2,6.5,7,22.6
02,02M225,ELLA BAKER SCHOOL,3,Group 2,,2014,19,326,3,15.8,2,10.5,8,42.1,6,31.6,14,73.7
02,02M225,ELLA BAKER SCHOOL,4,Group 1,,2014,9,313,0,0,5,55.6,4,44.4,0,0,4,44.4
02,02M225,ELLA BAKER SCHOOL,5,,,2014,17,306,3,17.6,10,58.8,3,17.6,1,5.9,4,23.5
02,02M225,ELLA BAKER SCHOOL,6,,Class 2,2014,21,327,1,4.8,5,23.8,11,52.4,4,19,15,71.4
02,02M225,ELLA BAKER SCHOOL,7,,Class 1,2014,11,311,1,9.1,7,63.6,2,18.2,1,9.1,3,27.3
02,02M225,ELLA BAKER SCHOOL,8,,,2014,12,297,2,16.7,10,83.3,0,0,0,0,0,0
02,02M255,M.S. 255 SALK SCHOOL OF SCIENCE,6,,Class 2,2014,126,350,6,4.8,8,6.3,20,15.9,92,73,112,88.9
02,02M255,M.S. 255 SALK SCHOOL OF SCIENCE,7,,Class 1,2014,119,341,7,5.9,10,8.4,51,42.9,51,42.9,102,85.7
02,02M255,M.S. 255 SALK SCHOOL OF SCIENCE,8,,,2014,3,,,,,,,,,,,
02,02M260,THE CLINTON SCHOOL,6,,Class 2,2014,94,332,6,6.4,19,20.2,23,24.5,46,48.9,69,73.4
02,02M260,THE CLINTON SCHOOL,7,,Class 1,2014,80,334,7,8.8,11,13.8,37,46.3,25,31.3,62,77.5
02,02M260,THE CLINTON SCHOOL,8,,,2014,77,323,10,13,26,33.8,24,31.2,17,22.1,41,53.2
02,02M276,BATTERY PARK CITY SCHOOL,3,Group 2,,2014,103,328,3,2.9,24,23.3,43,41.7,33,32,76,73.8
02,02M276,BATTERY PARK CITY SCHOOL,4,Group 1,,2014,85,330,4,4.7,17,20,33,38.8,31,36.5,64,75.3
02,02M276,BATTERY PARK CITY SCHOOL,5,,,2014,63,324,7,11.1,21,33.3,15,23.8,20,31.7,35,55.6
02,02M276,BATTERY PARK CITY SCHOOL,6,,Class 2,2014,62,335,4,6.5,11,17.7,18,29,29,46.8,47,75.8
02,02M276,BATTERY PARK CITY SCHOOL,7,,Class 1,2014,89,325,13,14.6,18,20.2,41,46.1,17,19.1,58,65.2
02,02M276,BATTERY PARK CITY SCHOOL,8,,,2014,72,315,7,9.7,32,44.4,30,41.7,3,4.2,33,45.8
02,02M289,I.S. 289,6,,Class 2,2014,93,325,8,8.6,22,23.7,33,35.5,30,32.3,63,67.7
02,02M289,I.S. 289,7,,Class 1,2014,96,326,7,7.3,28,29.2,41,42.7,20,20.8,61,63.5
02,02M289,I.S. 289,8,,,2014,90,328,10,11.1,24,26.7,34,37.8,22,24.4,56,62.2
02,02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,6,,Class 2,2014,191,359,0,0,9,4.7,29,15.2,153,80.1,182,95.3
02,02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,7,,Class 1,2014,179,354,7,3.9,4,2.2,41,22.9,127,70.9,168,93.9
02,02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,8,,,2014,74,329,6,8.1,20,27,31,41.9,17,23,48,64.9
02,02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,3,Group 2,,2014,13,302,4,30.8,5,38.5,4,30.8,0,0,4,30.8
02,02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,4,Group 1,,2014,5,,,,,,,,,,,
02,02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,6,,Class 2,2014,7,300,1,14.3,4,57.1,2,28.6,0,0,2,28.6
02,02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,7,,Class 1,2014,5,,,,,,,,,,,
02,02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,8,,,2014,7,291,5,71.4,1,14.3,0,0,1,14.3,1,14.3
02,02M397,SPRUCE STREET SCHOOL,3,Group 2,,2014,50,335,0,0,10,20,17,34,23,46,40,80
02,02M397,SPRUCE STREET SCHOOL,4,Group 1,,2014,45,348,2,4.4,5,11.1,12,26.7,26,57.8,38,84.4
02,02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,6,,Class 2,2014,13,314,2,15.4,5,38.5,3,23.1,3,23.1,6,46.2
